Test Case ID|TC Author|Desc of TC|Expected outcome|Status|Test Mode|Scenarios|
sc2.5.1_l1_014|Daniela.Ortner|Document containing three mandatory text input fields (first name, last name, student id) that are already filled and set to read-only. In addition, it contains one file input field with mandatory input. If the user submits and no file is selected, the error is identified and described to the user in text (server side detection).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_015|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for a mail address with mandatory input. If the user submits and no text is entered or the mail address is invalid, the error is identified and described to the user in text (server side detection).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_016|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (server side detection).|pass|accepted for end user evaluation|oneExpert|8|
sc2.5.1_l1_017|Daniela.Ortner|Document containing three mandatory text input fields. The first two fields (first name, last name) are already filled and set to read-only. The user is asked to fill the third field (customer code). If the user submits and no text is entered, the error is identified and presented to the user in text (Javascript).|pass|accepted for end user evaluation|oneExpert|8|
sc2.5.1_l1_018|Daniela.Ortner|Document containing two radio input fields with mandatory selection (customer status). If the user submits and nothing is selected, the error is identified and presented to the user in text (Javascript).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_019|Daniela.Ortner|Document containing two checkbox input fields with mandatory selection. If the user submits and no checkbox is selected, the error is identified and presented to the user in text (Javascript).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_020|Daniela.Ortner|Document containing one list box with mandatory selection. If the user submits and nothing is selected, the error is identified and presented to the user in text (JavaScript).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_021|Daniela.Ortner|Document containing two password fields ('password' and 'confirm password'). If the user submits and nothing is entered or the entered passwords do not match, the error is identified and presented to the user in text (JavaScript).|fail|accepted QA|oneExpert|0|
sc2.5.1_l1_022|Daniela.Ortner|Document containing one textarea field with mandatory input. If the user submits and no text is entered, the error is identified and described to the user in text (JavaScript).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_023|Daniela.Ortner|Document containing one file input field with mandatory input. If the user submits and no file is selected, the error is identified and described to the user in text (JavaScript).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_024|Daniela.Ortner|Document containing one text input field for a mail address with mandatory input. If the user submits and no text is entered or the mail address is invalid, the error is identified and described to the user in text (JavaScript).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_025|johannes.koch|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (JavaScript).|pass|accepted for end user evaluation|oneExpert|8|
sc2.5.1_l1_026|Daniela.Ortner|Document containing three mandatory text input fields. The first two fields (first name, last name) are already filled and set to read-only. The user is asked to fill the third field (customer code). If the user submits and no text is entered, the error is identified and presented to the user in text (DOM).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_027|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains two radio input fields with mandatory selection (gender). If the user submits and nothing is selected, the error is identified and presented to the user in text (DOM).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_028|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains three checkbox input fields with mandatory selection. If the user submits and no checkbox is selected, the error is identified and presented to the user in text (DOM).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_029|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one list box with mandatory selection. If the user submits and nothing is selected, the error is identified and presented to the user in text (DOM).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_030|Daniela.Ortner|Document containing two password fields ('password' and 'confirm password'). If the user submits and nothing is entered or the entered passwords do not match, the error is identified and presented to the user in text (DOM).|fail|accepted QA|oneExpert|0|
sc2.5.1_l1_031|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one textarea field with mandatory input. If the user submits and no text is entered, the error is identified and described to the user in text (DOM).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_032|Daniela.Ortner|Document containing three mandatory text input fields (first name, last name, student id) that are already filled and set to read-only. In addition, it contains one file input field with mandatory input. If the user submits and no file is selected, the error is identified and described to the user in text (DOM).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_033|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for a mail address with mandatory input. If the user submits and no text is entered or the mail address is invalid, the error is identified and described to the user in text (DOM).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_034|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (DOM).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_038|johannes.koch|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (server side detection).|pass|accepted for end user evaluation|oneExpert|8|
sc2.5.2_l2_001|Daniela.Ortner|Document containing one text input field for the user name and one password input field for the password. If log-in fails no error is shown.|fail|accepted QA|oneExpert|0|
sc2.5.2_l2_002|Daniela.Ortner|Document containing one text input field for the user name and one password input field for the password. If log-in fails the error is shown and suggestions for correction are provided. (The expected input for the form is: user name = test@test.org; password = test.)|pass|accepted QA|oneExpert|0|
sc2.5.2_l2_003|Daniela.Ortner|Document containing two fields (first name, last name) that are already filled and set to read-only and 3 text input fields for entering the date. If the date is invalid, suggestions for correction are made (server side detection).|pass|accepted QA|oneExpert|0|
sc2.5.2_l2_004|Daniela.Ortner|Document containing two fields (first name, last name) that are already filled an set to read-only and 3 text input fields for entering the date. If the date is invalid, suggestions for correction are made (JavaScript).|pass|accepted QA|oneExpert|0|
sc2.5.3_l2_001|Daniela.Ortner|Document containing a form with multiple steps in a virtual bank transfer. On submit the transfer is finished without the possibility to correct the data entries.|fail|accepted QA|oneExpert|0|
sc2.5.4_l3_001|Daniela.Ortner|Document containing one text input field. No context-sensitive help is provided.|fail|accepted QA|oneExpert|0|
sc2.5.4_l3_002|Daniela.Ortner|Document containing one textarea field. No context-sensitive help is provided.|fail|accepted QA|oneExpert|0|
sc2.5.4_l3_003|Daniela.Ortner|Document containing one text input field. A link left to the input field leads to a descriptive section on the same page.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_004|Daniela.Ortner|Document containing one textarea field. A link right to the label for the textarea field leads to a descriptive section on the same page.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_005|Daniela.Ortner|Document containing one text input field. A link leads to a help page with descriptive information about the text input field.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_006|Daniela.Ortner|Document containing two text input fields and a multi-line text field (textarea). A link above the textarea leads to a help page with descriptive information about the textarea field.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_007|Daniela.Ortner|Document containing three text input fields. A link after the last input field leads to a help page with descriptive information about the text input field. The new page is opened with a linked image calling a JavaScript function.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_008|Daniela.Ortner|Document containing two text input fields and a multi-line text field (textarea). A link before the textarea leads to a help page with descriptive information about the textarea field. The new page is opened with a linked image calling a JavaScript function.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_009|Daniela.Ortner|Document containing three text input fields. A link after the last text input field leads to a help page with descriptive information about the text input field. The new page is opened calling a JavaScript function.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_010|Daniela.Ortner|Document containing two text input fields and a multi-line text field (textarea). A link before the textarea leads to a help page with descriptive information about the textarea field. The new page is opened calling a JavaScript function.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_011|Daniela.Ortner|Document containing three text input fields. A link after the third input field leads to a help page with descriptive information about the text input field. Further context-sensitive help is given through a CSS help bubble.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_012|Daniela.Ortner|Document containing two text input fields and a multi-line text field (textarea). A link before the textarea leads to a help page with descriptive information about the textarea field. Further context-sensitive help is given through a CSS help bubble.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_013|Daniela.Ortner|Document containing three text input fields. Context-sensitive help is provided for the third input field by means of a JavaScript alert window, activated by a form button.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_014|Daniela.Ortner|Document containing two text input fields and a multi-line text field (textarea). Context-sensitive help for the textarea is provided with a JavaScript alert window, activated by a form button.|pass|accepted QA|oneExpert|0|
sc2.5.4_l3_015|Daniela.Ortner|Document containing one text input field and a button to perform a spell check for the entered text.|pass|accepted for end user evaluation|oneExpert|8|
sc2.5.4_l3_017|Daniela.Ortner|Document containing one text input field for entering the date (in a defined format). A link opens a further window where dates can be selected. The selected date is automatically updated in the text input field of the first window.|pass|accepted for end user evaluation|oneExpert|8|
sc2.5.4_l3_018|johannes.koch|Application containing a textarea for entering and spell-checking a message.|pass|accepted for end user evaluation|oneExpert|8|
sc3.1.1_l1_001|Christophe.Strobbe|A page with the first few sentences of Theodor Fontane's novel "Effi Briest", in German. The html element has lang and xml:lang attributes with the value for German ("de").|pass|accepted QA|automatic|0|
sc3.1.1_l1_002|Christophe.Strobbe|A page with the first few sentences of Theodor Fontane's novel "Effi Briest", in German. The html element has a lang with the value "en" (English) and an xml:lang attribute with the value "de" (German).|fail|accepted QA|automatic|0|
sc3.1.1_l1_003|Christophe.Strobbe|A page with the first few sentences of Theodor Fontane's novel Effi Briest, in German. The html element has lang and xml:lang attributes with the value for English ("en"). The body element has lang with the value for German ("de").|pass|accepted for end user evaluation|automatic|3|
sc3.1.1_l1_004|Christophe.Strobbe|A page with the first few sentences of Theodor Fontane's novel "Effi Briest", in German. The html element has does not have lang or xml:lang attributes; the body does not have a lang attribute, either.|fail|accepted QA|automatic|0|
sc3.1.1_l1_005|Christophe.Strobbe|A page with the first few sentences of Theodor Fontane's novel "Effi Briest", in German. The html element has no lang and xml:lang attributes, but the body element has a lang attribute with the value for German ("de").|cannotTell|accepted for end user evaluation|automatic|3|
sc3.1.1_l1_006|Christophe.Strobbe|A page with content in American English. The lang and xml:lang attribute on the html element contain the correct language and subcode: "en-US" for American English.|pass|accepted for end user evaluation|automatic|3|
sc3.1.1_l1_007|Christophe.Strobbe|A page with content in British English. The lang and xml:lang attribute on the html element contain the correct language and subcode: "en-GB" for British English.|pass|accepted for end user evaluation|automatic|3|
sc3.1.1_l1_008|Christophe.Strobbe|A page with content in British English. The lang and xml:lang attribute on the html element contain the language and subcode for American English ("en-US") instead of British English ("en-GB").|fail|accepted QA|automatic|0|
sc3.1.1_l1_009|Christophe.Strobbe|A page with content in British English. The xml:lang attribute on the html element contains the language and subcode for British English ("en-GB"); the lang attribute contains the language and subcode for American English ("en-US").|fail|accepted QA|automatic|0|
sc3.1.1_l1_010|Christophe.Strobbe|A page with content in British English. The xml:lang attribute on the html element contains the value ("en-UK"), which is not correct for British English ("en-GB"); the lang attribute contains the language and subcode for American English ("en-US").|fail|accepted QA|automatic|0|
sc3.1.1_l1_011|Christophe.Strobbe|A page with content in British English. The xml:lang attribute on the html element contains contains the language and subcode for American English ("en-US"); the lang attribute the value ("en-UK"), which is not correct for British English ("en-GB").|fail|accepted QA|automatic|0|
sc3.1.1_l1_012|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: English version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/en/oj/2004/c_310/c_31020041216en00110040.pdf). The html element has lang and xml:lang attributes with the value "en-GB", the correct language code (with subcode) for British English, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_013|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Czech version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/cs/oj/2004/c_310/c_31020041216cs00110040.pdf). The html element has lang and xml:lang attributes with the value "cs", the correct language code for Czech, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_014|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Danish version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/en/oj/2004/c_310/c_31020041216en00110040.pdf). The html element has lang and xml:lang attributes with the value "da", the correct language code for Danish, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_015|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: German version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/de/oj/2004/c_310/c_31020041216de00110040.pdf). The html element has lang and xml:lang attributes with the value "de", the correct language code for German, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_016|Christophe.Strobbe|A page with an excerpt from a proposed Constitution for the European Union: Estonian version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/et/oj/2004/c_310/c_31020041216et00110040.pdf). The html element has lang and xml:lang attributes with the value "et", the correct language code for Estonian, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_017|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Greek version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/el/oj/2004/c_310/c_31020041216el00110040.pdf). The html element has lang and xml:lang attributes with the value "el", the correct language code for Greek, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_018|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Spanish version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/es/oj/2004/c_310/c_31020041216es00110040.pdf). The html element has lang and xml:lang attributes with the value "es", the correct language code for Spanish, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_019|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: French version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/fr/oj/2004/c_310/c_31020041216fr00110040.pdf). The html element has lang and xml:lang attributes with the value "fr", the correct language code for French, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_020|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Irish version" (http://eur-lex.europa.eu/LexUriServ/site/ga/oj/2004/c_310/c_31020041216ga00110040.pdf). The html element has lang and xml:lang attributes with the value "ga", the correct language code for Irish, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_021|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Italian version" (http://eur-lex.europa.eu/LexUriServ/site/it/oj/2004/c_310/c_31020041216it00110040.pdf). The html element has lang and xml:lang attributes with the value "it", the correct language code for Italian, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_022|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Hungarian version" (http://eur-lex.europa.eu/LexUriServ/site/hu/oj/2004/c_310/c_31020041216hu00110040.pdf). The html element has lang and xml:lang attributes with the value "hu", the correct language code for Hungarian, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_023|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Maltese version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/mt/oj/2004/c_310/c_31020041216mt00110040.pdf). The html element has lang and xml:lang attributes with the value "mt", the correct language code for Maltese, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_024|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Dutch version" (http://eur-lex.europa.eu/LexUriServ/site/nl/oj/2004/c_310/c_31020041216nl00110040.pdf). The html element has lang and xml:lang attributes with the value "nl", the correct language code for Dutch, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_025|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Polish version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/pl/oj/2004/c_310/c_31020041216pl00110040.pdf). The html element has lang and xml:lang attributes with the value "pl", the correct language code for Polish, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_026|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Portuguese version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/pt/oj/2004/c_310/c_31020041216pt00110040.pdf). The html element has lang and xml:lang attributes with the value "pt", the correct language code for Portuguese, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_027|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Slovak version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/sk/oj/2004/c_310/c_31020041216sk00110040.pdf). The html element has lang and xml:lang attributes with the value "sk", the correct language code for Slovak, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_028|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Slovenian version" (http://eur-lex.europa.eu/LexUriServ/site/sl/oj/2004/c_310/c_31020041216sl00110040.pdf). The html element has lang and xml:lang attributes with the value "sl", the correct language code for Slovenian, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_029|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Finnish version" (http://eur-lex.europa.eu/LexUriServ/site/fi/oj/2004/c_310/c_31020041216fi00110040.pdf). The html element has lang and xml:lang attributes with the value "fi", the correct language code for Finnish, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_030|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Swedish version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:SV:PDF). The html element has lang and xml:lang attributes with the value "sv", the correct language code for Swedish, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_031|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Latvian version" (http://europa.eu.int/constitution/lv/ptoc2_lv.htm#a2). The html element has lang and xml:lang attributes with the value "lv", the correct language code for Latvian, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_032|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Lithuanian version" (http://europa.eu.int/constitution/lt/ptoc2_lt.htm#a2). The html element has lang and xml:lang attributes with the value "lt", the correct language code for Lithuanian, to indicate the primary language of the page.|pass|accepted QA|automatic|0|
sc3.1.1_l1_033|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: English version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/en/oj/2004/c_310/c_31020041216en00110040.pdf). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "en" for English.|fail|accepted QA|automatic|0|
sc3.1.1_l1_034|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Czech version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:CS:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "cs" for Czech.|fail|accepted QA|automatic|0|
sc3.1.1_l1_035|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Danish version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0041:0054:DA:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "da" for Danish.|fail|accepted QA|automatic|0|
sc3.1.1_l1_036|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: German version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/de/oj/2004/c_310/c_31020041216de00110040.pdf). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "de" for German.|fail|accepted QA|automatic|0|
sc3.1.1_l1_037|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Estonian version" (http://europa.eu.int/eur-lex/lex/LexUriServ/site/et/oj/2004/c_310/c_31020041216et00110040.pdf). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "et" for Estonian.|fail|accepted QA|automatic|0|
sc3.1.1_l1_038|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Greek version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:EL:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "el" for Greek.|fail|accepted QA|automatic|0|
sc3.1.1_l1_039|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Spanish version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:ES:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "es" for Spanish.|fail|accepted QA|automatic|0|
sc3.1.1_l1_040|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: French version" (http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:FR:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "fr" for French.|fail|accepted QA|automatic|0|
sc3.1.1_l1_041|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Irish version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:GA:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "ga" for Irish.|fail|accepted QA|automatic|0|
sc3.1.1_l1_042|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Italian version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:IT:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "it" for Italian.|fail|accepted QA|automatic|0|
sc3.1.1_l1_043|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Hungarian version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:HU:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "hu" for Hungarian.|fail|accepted QA|automatic|0|
sc3.1.1_l1_044|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Maltese version" (http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:MT:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "mt" for Maltese.|fail|accepted QA|automatic|0|
sc3.1.1_l1_045|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Dutch version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:NL:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "nl" for Dutch.|fail|accepted QA|automatic|0|
sc3.1.1_l1_046|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Polish version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:PL:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "pl" for Polish.|fail|accepted QA|automatic|0|
sc3.1.1_l1_047|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Portuguese version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:PT:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "pt" for Portuguese.|fail|accepted QA|automatic|0|
sc3.1.1_l1_048|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Slovak version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:SK:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "sk" for Slovak.|fail|accepted QA|automatic|0|
sc3.1.1_l1_049|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Slovenian version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:SL:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "sl" for Slovenian.|fail|accepted QA|automatic|0|
sc3.1.1_l1_050|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Finnish version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:FI:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "fi" for Finnish.|fail|accepted QA|automatic|0|
sc3.1.1_l1_051|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Swedish version" (http://europa.eu.int/eur-lex/lex/LexUriServ/LexUriServ.do?uri=OJ:C:2004:310:0011:0040:SV:PDF). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "sv" for Swedish.|fail|accepted QA|automatic|0|
sc3.1.1_l1_052|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Latvian version" (http://europa.eu.int/constitution/lv/ptoc2_lv.htm#a2). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "lv" for Latvian.|fail|accepted QA|automatic|0|
sc3.1.1_l1_053|Christophe.Strobbe|A page with an excerpt from a proposed "Constitution for the European Union: Lithuanian version" (http://europa.eu.int/constitution/lt/ptoc2_lt.htm#a2). The html element has lang and xml:lang attributes with the value "tr", the language code for Turkish, instead of "lt" for Lithuanian.|fail|accepted QA|automatic|0|
sc3.1.1_l1_054|Christophe.Strobbe|A page with an excerpt from an Arabic translation of the GNU Free Documentation License ((http://www.isocsyria.org/gfdl.html). The html element has lang and xml:lang attributes with the value "ar", the language code for Arabic and a dir attribute with the value "rtl" for right-to-left text.|pass|accepted QA|automatic|0|
sc3.1.1_l1_055|Christophe.Strobbe|A page with an excerpt from an Arabic translation of the GNU Free Documentation License ((http://www.isocsyria.org/gfdl.html). The html element has lang and xml:lang attributes with the value "ar", the language code for Arabic, and the body element has a dir attribute with the value "rtl" for right-to-left text.|pass|accepted QA|automatic|0|
sc3.1.1_l1_056|Christophe.Strobbe|A page with an excerpt from an Arabic translation of the GNU Free Documentation License (http://www.isocsyria.org/gfdl.html). The html element has lang and xml:lang attributes with the value "ar", the language code for Arabic. However, there is no dir attribute on the html or the body element to specify right-to-left text direction. This means that user agents will assume the default text direction: left to right.|fail|accepted QA|automatic|0|
sc3.1.1_l1_057|Christophe.Strobbe|A page with an excerpt from an Arabic translation of the GNU Free Documentation License (http://www.isocsyria.org/gfdl.html). The html element has lang and xml:lang attributes with the value "ar", the language code for Arabic. However, the dir attribute on the html contains the value "ltr" for left-to-right text (instead of "rtl" for right-to-left text), and this value is not overriden on the body element or elsewhere in the content.|fail|accepted QA|automatic|0|
sc3.1.2_l2_001|Christophe.Strobbe|A document with an excerpt from Shakespeare's play Henry V. The primary language of the document is English (correctly identified with language attributes on the html element), but some speeches are in French. For each speech in French, the language is correctly identified (with lang="fr").|pass|accepted QA|oneExpert|0|
sc3.1.2_l2_002|Christophe.Strobbe|A document with an excerpt from Shakespeare's play Henry V. The primary language of the document is English (correctly identified with language attributes on the html element), but some speeches are in French. For each speech in French, the language is incorrectly identified (with lang="français" instead of lang="fr").|fail|accepted QA|oneExpert|0|
sc3.1.2_l2_003|Christophe.Strobbe|A document with an excerpt from Shakespeare's play Henry V. The primary language of the document is English (correctly identified with language attributes on the html element), but some speeches are in French. For each speech in French, the language is not identified (with lang="" instead of lang="fr").|fail|accepted QA|oneExpert|0|
