Test Case ID|TC title|TC description|TC purpose|Scenario ID|Disabilities|AT|User Agent|User Guidance|Question|Question Type
sc1.1.1_l1_029|Long description for complex image: image inside object; longdesc on image refers to section inside object|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format; inside the object element is an img element that embeds the same map in JPEG format. The img element has an alt attribute, a title attribute and a longdesc attribute. The alt attribute identifies the image but the image is too complex to be described in an attribute. The longdesc attribute refers to a section inside the object element that identifies the image and conveys the same information.|This test case is intended to pass because the alt attribute provides a short description and the longdesc attribute points to a section inside the same page that contains an appropriate text alternative. The test is for the longdesc attribute rather than the alt attribute. Strictly speaking, this should work, but poor support for longdesc and the object element in some browsers may cause problems, especially because the long description is inside the object element.|s04|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Firefox(version=0);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_030|Long description for complex image: image inside object; no longdesc that refers to long description inside object|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format; inside the object element is an img element that embeds the same map in JPEG format. The img element has an alt attribute, a title attribute but no longdesc attribute. The alt attribute identifies the image but the image is too complex to be described in an attribute. There is a long description inside the object element that identifies the image and conveys the same information.|This test case is intended to pass because the alt attribute provides a short description and there is a long description inside the same page that contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems, especially because the long description is inside the object element. This test is for the long description rather than the alt attribute.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=5.0);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_030|Long description for complex image: image inside object; no longdesc that refers to long description inside object|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format; inside the object element is an img element that embeds the same map in JPEG format. The img element has an alt attribute, a title attribute but no longdesc attribute. The alt attribute identifies the image but the image is too complex to be described in an attribute. There is a long description inside the object element that identifies the image and conveys the same information.|This test case is intended to pass because the alt attribute provides a short description and there is a long description inside the same page that contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems, especially because the long description is inside the object element. This test is for the long description rather than the alt attribute.|s02|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=5.5);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_030|Long description for complex image: image inside object; no longdesc that refers to long description inside object|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format; inside the object element is an img element that embeds the same map in JPEG format. The img element has an alt attribute, a title attribute but no longdesc attribute. The alt attribute identifies the image but the image is too complex to be described in an attribute. There is a long description inside the object element that identifies the image and conveys the same information.|This test case is intended to pass because the alt attribute provides a short description and there is a long description inside the same page that contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems, especially because the long description is inside the object element. This test is for the long description rather than the alt attribute.|s03|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=6.0);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_030|Long description for complex image: image inside object; no longdesc that refers to long description inside object|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format; inside the object element is an img element that embeds the same map in JPEG format. The img element has an alt attribute, a title attribute but no longdesc attribute. The alt attribute identifies the image but the image is too complex to be described in an attribute. There is a long description inside the object element that identifies the image and conveys the same information.|This test case is intended to pass because the alt attribute provides a short description and there is a long description inside the same page that contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems, especially because the long description is inside the object element. This test is for the long description rather than the alt attribute.|s04|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Firefox(version=0);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_031|Long description for complex image: image inside object; longdesc on image refers to separate page|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format; inside the object element is an img element that embeds the same map in JPEG format. The img element has an alt attribute, a title attribute and a longdesc attribute. The alt attribute identifies the image but the image is too complex to be described in an attribute. The longdesc attribute refers to a separate HTML page that identifies the image and conveys the same information.|This test case is intended to pass because the alt attribute provides a short description and the longdesc attributes refers to a separate page that contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=5.0);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_031|Long description for complex image: image inside object; longdesc on image refers to separate page|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format; inside the object element is an img element that embeds the same map in JPEG format. The img element has an alt attribute, a title attribute and a longdesc attribute. The alt attribute identifies the image but the image is too complex to be described in an attribute. The longdesc attribute refers to a separate HTML page that identifies the image and conveys the same information.|This test case is intended to pass because the alt attribute provides a short description and the longdesc attributes refers to a separate page that contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems.|s02|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=5.5);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_031|Long description for complex image: image inside object; longdesc on image refers to separate page|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format; inside the object element is an img element that embeds the same map in JPEG format. The img element has an alt attribute, a title attribute and a longdesc attribute. The alt attribute identifies the image but the image is too complex to be described in an attribute. The longdesc attribute refers to a separate HTML page that identifies the image and conveys the same information.|This test case is intended to pass because the alt attribute provides a short description and the longdesc attributes refers to a separate page that contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems.|s03|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=6.0);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_031|Long description for complex image: image inside object; longdesc on image refers to separate page|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format; inside the object element is an img element that embeds the same map in JPEG format. The img element has an alt attribute, a title attribute and a longdesc attribute. The alt attribute identifies the image but the image is too complex to be described in an attribute. The longdesc attribute refers to a separate HTML page that identifies the image and conveys the same information.|This test case is intended to pass because the alt attribute provides a short description and the longdesc attributes refers to a separate page that contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems.|s04|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Firefox(version=0);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_032|Long description for complex image: image embedded by object; long description inside object; no longdesc attribute|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format. The object element has a title attribute that identifies the image, but the image is too complex to be described in an attribute. Inside the object element is a long description that identifies the image and conveys the same information.|This test case is intended to pass because the title attribute provides a short description and the object contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=5.0);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_032|Long description for complex image: image embedded by object; long description inside object; no longdesc attribute|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format. The object element has a title attribute that identifies the image, but the image is too complex to be described in an attribute. Inside the object element is a long description that identifies the image and conveys the same information.|This test case is intended to pass because the title attribute provides a short description and the object contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems.|s02|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=5.5);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_032|Long description for complex image: image embedded by object; long description inside object; no longdesc attribute|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format. The object element has a title attribute that identifies the image, but the image is too complex to be described in an attribute. Inside the object element is a long description that identifies the image and conveys the same information.|This test case is intended to pass because the title attribute provides a short description and the object contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems.|s03|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=6.0);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_032|Long description for complex image: image embedded by object; long description inside object; no longdesc attribute|A document with an image that represents a map of the Mediterranean in 180 AD. The document contains an object element that embeds the map in GIF format. The object element has a title attribute that identifies the image, but the image is too complex to be described in an attribute. Inside the object element is a long description that identifies the image and conveys the same information.|This test case is intended to pass because the title attribute provides a short description and the object contains an appropriate text alternative. However, poor support for the object element in some browsers may cause problems.|s04|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Firefox(version=0);|See if you can find the long description for the image.|Were you able to access the long description of the map?|yesNoOpenQuestion|
sc1.1.1_l1_055|Audio-only content with descriptive label|Document containing an object element that embeds an audio-only object. A paragraph with the following transcript nested inside the object element: "Audio content does not contain background sounds." Note that this is not "multimedia" according to WCAG 2.0 because the object contains only audio that is not synchronized with something else.|The test case is intended to pass because a descriptive text label is associated with audio-only content. This test is only for descriptive text labels, not for synchronized alternatives (guidelines 1.2) or changes of context (success criterion 3.2.5).|s01|deafness,hard of hearing,||browser(exp=2),(version=0);|You will see a web page with embedded audio. If you use Internet Explorer, you may need to adapt your security settings to use the web page. See if you can find the text message about the audio file.|Do you receive a text message telling you about the audio?|yesNoQuestion|
sc1.2.2_l1_002|A video with transcript.|Document containing a video object with audio description.|The test case is intended to pass as there is audio description object.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),(version=0);|Make sure you have the sound on your computer turned on.|Did you hear an audio description of the video?|yesNoQuestion|
sc1.2.2_l1_002|A video with transcript.|Document containing a video object with audio description.|The test case is intended to pass as there is audio description object.|s02|blindness,low vision,|Braille display(exp=2),(version=0);|browser(exp=2),(version=0);|Make sure you have the sound on your computer turned on.|Did you hear an audio description of the video?|yesNoQuestion|
sc1.2.2_l1_002|A video with transcript.|Document containing a video object with audio description.|The test case is intended to pass as there is audio description object.|s03|blindness,low vision,|screenreader with magnification(exp=2),(version=0);|browser(exp=2),(version=0);|Make sure you have the sound on your computer turned on.|Did you hear an audio description of the video?|yesNoQuestion|
sc1.4.2_l2_001|Background sound with proprietary bgsound element|Document containing a reference to sound via the proprietary bgsound element.|The test case is intended to pass because the sound can be stopped by activating IE's UI stop control.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=6.0);|Make sure you have the sound on your computer turned on.|Can you turn the background music off?|yesNoOpenQuestion|
sc1.4.2_l2_001|Background sound with proprietary bgsound element|Document containing a reference to sound via the proprietary bgsound element.|The test case is intended to pass because the sound can be stopped by activating IE's UI stop control.|s02|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=5.5);|Make sure you have the sound on your computer turned on|Can you turn the background music off?|yesNoOpenQuestion|
sc1.4.2_l2_001|Background sound with proprietary bgsound element|Document containing a reference to sound via the proprietary bgsound element.|The test case is intended to pass because the sound can be stopped by activating IE's UI stop control.|s03|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=5.0);|Make sure you have the sound on your computer turned on.|Can you turn the background music off?|yesNoOpenQuestion|
sc1.4.2_l2_001|Background sound with proprietary bgsound element|Document containing a reference to sound via the proprietary bgsound element.|The test case is intended to pass because the sound can be stopped by activating IE's UI stop control.|s04|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Firefox(version=);|Make sure you have the sound on your computer turned on.|Can you turn the background music off?|yesNoOpenQuestion|
sc1.4.2_l2_001|Background sound with proprietary bgsound element|Document containing a reference to sound via the proprietary bgsound element.|The test case is intended to pass because the sound can be stopped by activating IE's UI stop control.|s05|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),Opera(version=);|Make sure you have the sound on your computer turned on.|Can you turn the background music off?|yesNoOpenQuestion|
sc1.4.2_l2_001|Background sound with proprietary bgsound element|Document containing a reference to sound via the proprietary bgsound element.|The test case is intended to pass because the sound can be stopped by activating IE's UI stop control.|s06|motor impairment,|alternative input devices(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=5.0);|Make sure you have the sound on your computer turned on.|Can you turn the background music off?|yesNoOpenQuestion|
sc1.4.2_l2_001|Background sound with proprietary bgsound element|Document containing a reference to sound via the proprietary bgsound element.|The test case is intended to pass because the sound can be stopped by activating IE's UI stop control.|s07|motor impairment,|alternative input devices(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=5.5);|Make sure you have the sound on your computer turned on.|Can you turn the background music off?|yesNoOpenQuestion|
sc1.4.2_l2_001|Background sound with proprietary bgsound element|Document containing a reference to sound via the proprietary bgsound element.|The test case is intended to pass because the sound can be stopped by activating IE's UI stop control.|s08|motor impairment,|alternative input devices(exp=2),(version=0);|browser(exp=2),Microsoft Internet Explorer(version=6.0);|Make sure you have the sound on your computer turned on.|Can you turn the background music off?|yesNoOpenQuestion|
sc1.4.2_l2_001|Background sound with proprietary bgsound element|Document containing a reference to sound via the proprietary bgsound element.|The test case is intended to pass because the sound can be stopped by activating IE's UI stop control.|s09|motor impairment,|alternative input devices(exp=2),(version=0);|browser(exp=2),Firefox(version=);|Make sure you have the sound on your computer turned on.|Can you turn the background music off?|yesNoOpenQuestion|
sc1.4.2_l2_001|Background sound with proprietary bgsound element|Document containing a reference to sound via the proprietary bgsound element.|The test case is intended to pass because the sound can be stopped by activating IE's UI stop control.|s10|motor impairment,|alternative input devices(exp=2),(version=0);|browser(exp=2),Opera(version=);|Make sure you have the sound on your computer turned on.|Can you turn the background music off?|yesNoOpenQuestion|
sc2.2.1_l1_001|Auto-refreshing content without a mechanism to turn it off|A document that refreshes every 5 seconds to display a new "random" quote. The page refreshes automatically, without giving the user the opportunity to deactivate or modify the timeout.|This test case is intended to fail because the content does not provide a mechanism to turn off the automatic refresh.|s01|blindness,low vision,|screenreader(exp=4),(version=);|browser(exp=4),(version=);|Note : it is possible that you are not able to perform the requested action.|Do you have sufficient time to read the full content of the page before it refreshes ?|yesNoOpenQuestion|
sc2.2.1_l1_001|Auto-refreshing content without a mechanism to turn it off|A document that refreshes every 5 seconds to display a new "random" quote. The page refreshes automatically, without giving the user the opportunity to deactivate or modify the timeout.|This test case is intended to fail because the content does not provide a mechanism to turn off the automatic refresh.|s02|blindness,deaf-blindness,|Braille display(exp=4),(version=);|browser(exp=4),(version=);|Note : it is possible that you are not able to perform the requested action.|Do you have sufficient time to read the full content of the page before it refreshes ?|yesNoOpenQuestion|
sc2.2.1_l1_001|Auto-refreshing content without a mechanism to turn it off|A document that refreshes every 5 seconds to display a new "random" quote. The page refreshes automatically, without giving the user the opportunity to deactivate or modify the timeout.|This test case is intended to fail because the content does not provide a mechanism to turn off the automatic refresh.|s03|ADHD,dyslexia,hard of hearing,intellectual disability,learning disability,|speech and hearing support software(exp=4),(version=);|browser(exp=4),(version=);|Note : it is possible that you are not able to perform the requested action.|Do you have sufficient time to read the full content of the page before it refreshes ?|yesNoOpenQuestion|
sc2.2.1_l1_001|Auto-refreshing content without a mechanism to turn it off|A document that refreshes every 5 seconds to display a new "random" quote. The page refreshes automatically, without giving the user the opportunity to deactivate or modify the timeout.|This test case is intended to fail because the content does not provide a mechanism to turn off the automatic refresh.|s04|low vision,|screenreader with magnification(exp=4),(version=);|browser(exp=4),(version=);|Note : it is possible that you are not able to perform the requested action.|Do you have sufficient time to read the full content of the page before it refreshes ?|yesNoOpenQuestion|
sc2.2.1_l1_001|Auto-refreshing content without a mechanism to turn it off|A document that refreshes every 5 seconds to display a new "random" quote. The page refreshes automatically, without giving the user the opportunity to deactivate or modify the timeout.|This test case is intended to fail because the content does not provide a mechanism to turn off the automatic refresh.|s05|ADHD,blindness,dyslexia,functional illiteracy,intellectual disability,learning disability,low vision,||talking browser(exp=4),(version=);|Note : it is possible that you are not able to perform the requested action.|Do you have sufficient time to read the full content of the page before it refreshes ?|yesNoOpenQuestion|
sc2.2.1_l1_001|Auto-refreshing content without a mechanism to turn it off|A document that refreshes every 5 seconds to display a new "random" quote. The page refreshes automatically, without giving the user the opportunity to deactivate or modify the timeout.|This test case is intended to fail because the content does not provide a mechanism to turn off the automatic refresh.|s06|ADHD,deafness,dexterity impairment,dyslexia,hard of hearing,intellectual disability,learning disability,motor impairment,||browser(exp=4),(version=0);|Note : it is possible that you are not able to perform the requested action.|Do you have sufficient time to read the full content of the page before it refreshes ?|yesNoOpenQuestion|
sc2.2.1_l1_001|Auto-refreshing content without a mechanism to turn it off|A document that refreshes every 5 seconds to display a new "random" quote. The page refreshes automatically, without giving the user the opportunity to deactivate or modify the timeout.|This test case is intended to fail because the content does not provide a mechanism to turn off the automatic refresh.|s07|motor impairment,|alternative input devices(exp=4),(version=0);|browser(exp=4),(version=0);|Note : it is possible that you are not able to perform the requested action.|Do you have sufficient time to read the full content of the page before it refreshes ?|yesNoOpenQuestion|
sc2.2.1_l1_001|Auto-refreshing content without a mechanism to turn it off|A document that refreshes every 5 seconds to display a new "random" quote. The page refreshes automatically, without giving the user the opportunity to deactivate or modify the timeout.|This test case is intended to fail because the content does not provide a mechanism to turn off the automatic refresh.|s08|low vision,|magnification software(exp=4),(version=0);|browser(exp=4),(version=0);|Note : it is possible that you are not able to perform the requested action.|Do you have sufficient time to read the full content of the page before it refreshes ?|yesNoOpenQuestion|
sc2.2.1_l1_001|Auto-refreshing content without a mechanism to turn it off|A document that refreshes every 5 seconds to display a new "random" quote. The page refreshes automatically, without giving the user the opportunity to deactivate or modify the timeout.|This test case is intended to fail because the content does not provide a mechanism to turn off the automatic refresh.|s09|blindness,|Braille display(exp=4),(version=);screenreader(exp=4),(version=0);|browser(exp=4),(version=);|Note : it is possible that you are not able to perform the requested action.|Do you have sufficient time to read the full content of the page before it refreshes ?|yesNoOpenQuestion|
sc2.4.1_l1_001|Set of web pages with invisible skiplink (to main content) at the top|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is an invisible skiplink to the main content. This skiplink is implemented with a single-pixel image with an alt attribute saying: "Skip to main content". Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|This test case is intended to pass because there is an invisible skiplink at the top of every page. Only the use of skip navigation to skip repeated information is tested here.|s01|blindness,deaf-blindness,|Braille display(exp=4),(version=0);|browser(exp=3),(version=);||Did your device follow the (skip to main content) when you click it, so you can directly read the (main) information?|yesNoQuestion|
sc2.4.1_l1_001|Set of web pages with invisible skiplink (to main content) at the top|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is an invisible skiplink to the main content. This skiplink is implemented with a single-pixel image with an alt attribute saying: "Skip to main content". Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|This test case is intended to pass because there is an invisible skiplink at the top of every page. Only the use of skip navigation to skip repeated information is tested here.|s02|blindness,deaf-blindness,|screenreader(exp=4),(version=0);|browser(exp=3),(version=);||Did your device follow the (skip to main content) when you click it, so you can directly read the (main) information?|yesNoQuestion|
sc2.4.1_l1_001|Set of web pages with invisible skiplink (to main content) at the top|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is an invisible skiplink to the main content. This skiplink is implemented with a single-pixel image with an alt attribute saying: "Skip to main content". Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|This test case is intended to pass because there is an invisible skiplink at the top of every page. Only the use of skip navigation to skip repeated information is tested here.|s03|low vision,|screenreader with magnification(exp=4),(version=0);|browser(exp=3),(version=);||Did your device follow the (skip to main content) when you click it, so you can directly read the (main) information ?|yesNoQuestion|
sc2.4.1_l1_002|Set of web pages with visible skiplink (to main content) at the top|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is an visible skiplink to the main content. Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|This test case is intended to pass because there is a visible skiplink at the top of every page. Only the use of skip navigation to skip repeated information is tested here.|s01|blindness,deaf-blindness,|Braille display(exp=4),(version=0);|browser(exp=3),(version=);||Did your device follow the (skip to main content) when you click it, so you can directly read the (main) information?|yesNoQuestion|
sc2.4.1_l1_002|Set of web pages with visible skiplink (to main content) at the top|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is an visible skiplink to the main content. Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|This test case is intended to pass because there is a visible skiplink at the top of every page. Only the use of skip navigation to skip repeated information is tested here.|s02|blindness,deaf-blindness,|screenreader(exp=4),(version=0);|browser(exp=3),(version=);||Did your device follow the (skip to main content) when you click it, so you can directly read the (main) information?|yesNoQuestion|
sc2.4.1_l1_002|Set of web pages with visible skiplink (to main content) at the top|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is an visible skiplink to the main content. Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|This test case is intended to pass because there is a visible skiplink at the top of every page. Only the use of skip navigation to skip repeated information is tested here.|s03|low vision,|screenreader with magnification(exp=4),(version=0);|browser(exp=3),(version=);||Did your device follow the (skip to main content) when you click it, so you can directly read the (main) information?|yesNoQuestion|
sc2.4.1_l1_003|Set of web pages with peekaboo skiplink (to main content) at the top|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is a skiplink to the main content; the skiplink is invisible until it receives focus (when a user tabs through the links and lands on the skiplink) or the mouse pointer hovers over it. Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|This test case is intended to pass because there is a skiplink at the top of every page. Only the use of skip navigation to skip repeated information is tested here.|s01|blindness,deaf-blindness,|Braille display(exp=4),(version=0);|browser(exp=3),(version=);||Did your device follow the (skip to main content) when you click it, so you can directly read the (main) information?|yesNoQuestion|
sc2.4.1_l1_003|Set of web pages with peekaboo skiplink (to main content) at the top|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is a skiplink to the main content; the skiplink is invisible until it receives focus (when a user tabs through the links and lands on the skiplink) or the mouse pointer hovers over it. Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|This test case is intended to pass because there is a skiplink at the top of every page. Only the use of skip navigation to skip repeated information is tested here.|s02|blindness,deaf-blindness,|screenreader(exp=4),(version=0);|browser(exp=3),(version=);||Did your device follow the (skip to main content) when you click it, so you can directly read the (main) information?|yesNoQuestion|
sc2.4.1_l1_003|Set of web pages with peekaboo skiplink (to main content) at the top|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is a skiplink to the main content; the skiplink is invisible until it receives focus (when a user tabs through the links and lands on the skiplink) or the mouse pointer hovers over it. Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|This test case is intended to pass because there is a skiplink at the top of every page. Only the use of skip navigation to skip repeated information is tested here.|s03|low vision,|screenreader with magnification(exp=4),(version=0);|browser(exp=3),(version=);||Did your device follow the (skip to main content) when you click it, so you can directly read the (main) information?|yesNoQuestion|
sc2.5.1_l1_002|Mandatory text input field with error correction|Document containing three mandatory text input fields. The first two fields (first name, last name) are already filled and set to read-only. The user is asked to fill the third field (customer code). If the user submits and no text is entered, the error is identified and presented to the user in text (server side detection).|The document is intended to pass, because the input error is specified and presented to the user in text.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form in which several input items are already filled in, but the last one is empty. Please submit the form without filling in that last item. An error screen will then appear. You will be asked whether you could identify the item with an error.|Was it easy to identify the input field where the error has occurred?|yesNoOpenQuestion|
sc2.5.1_l1_002|Mandatory text input field with error correction|Document containing three mandatory text input fields. The first two fields (first name, last name) are already filled and set to read-only. The user is asked to fill the third field (customer code). If the user submits and no text is entered, the error is identified and presented to the user in text (server side detection).|The document is intended to pass, because the input error is specified and presented to the user in text.|s02|blindness,|screenreader(exp=2),(version=0);Braille display(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form in which several input items are already filled in, but the last one is empty. Please submit the form without filling in that last item. An error screen will then appear. You will be asked whether you could identify the item with an error.|Was it easy to identify the input field where the error has occurred?|yesNoOpenQuestion|
sc2.5.1_l1_002|Mandatory text input field with error correction|Document containing three mandatory text input fields. The first two fields (first name, last name) are already filled and set to read-only. The user is asked to fill the third field (customer code). If the user submits and no text is entered, the error is identified and presented to the user in text (server side detection).|The document is intended to pass, because the input error is specified and presented to the user in text.|s03|low vision,|screenreader with magnification(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form in which several items are already filled in, but the last one is empty. Please submit the form without filling in that last item. An error screen will then appear. You will be asked a question about this error screen.|Was it easy to identify the input field where the error has occurred?|yesNoOpenQuestion|
sc2.5.1_l1_002|Mandatory text input field with error correction|Document containing three mandatory text input fields. The first two fields (first name, last name) are already filled and set to read-only. The user is asked to fill the third field (customer code). If the user submits and no text is entered, the error is identified and presented to the user in text (server side detection).|The document is intended to pass, because the input error is specified and presented to the user in text.|s04|low vision,|magnification software(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form in which several items are already filled in, but the last one is empty. Please submit the form without filling in that last item. An error screen will then appear. You will be asked a question about this error screen.|Was it easy to identify the input field where the error has occurred?|yesNoOpenQuestion|
sc2.5.1_l1_002|Mandatory text input field with error correction|Document containing three mandatory text input fields. The first two fields (first name, last name) are already filled and set to read-only. The user is asked to fill the third field (customer code). If the user submits and no text is entered, the error is identified and presented to the user in text (server side detection).|The document is intended to pass, because the input error is specified and presented to the user in text.|s05|ADHD,aphasia,colour vision deficiency,deafness,dyscalculus,dyslexia,functional illiteracy,hard of hearing,intellectual disability,learning disability,no disability,||browser(exp=2),(version=0);|You will be presented a form in which several items are already filled in, but the last one is empty. Please submit the form without filling in that last item. An error screen will then appear. You will be asked a question about this error screen.|Was it easy to identify the input field where the error has occurred?|yesNoOpenQuestion|
